uetr,ts,service,status,msg_type,rail,amount,currency,debtor_account,country,latency_ms
7da19b11-5300-0597-toe1-21aq73187ct1,2026-07-08T06:26:58.162,gateway,OK,pacs.008,SWIFT,780.68,EUR,**************1948,SG,31
7da19b11-5300-0597-toe1-21aq73187ct1,2026-07-08T06:26:58.280,auth,OK,pacs.008,SWIFT,780.68,EUR,**************1948,SG,65
7da19b11-5300-0597-toe1-21aq73187ct1,2026-07-08T06:26:58.362,validation,OK,pacs.008,SWIFT,780.68,EUR,**************1948,SG,78
7da19b11-5300-0597-toe1-21aq73187ct1,2026-07-08T06:26:58.470,aml,OK,pacs.008,SWIFT,780.68,EUR,**************1948,SG,87
7da19b11-5300-0597-toe1-21aq73187ct1,2026-07-08T06:26:58.590,payment-hub,OK,pacs.008,SWIFT,780.68,EUR,**************1948,SG,37
7da19b11-5300-0597-toe1-21aq73187ct1,2026-07-08T06:26:58.752,core-banking,OK,pacs.008,SWIFT,780.68,EUR,**************1948,SG,234
7da19b11-5300-0597-toe1-21aq73187ct1,2026-07-08T06:26:58.787,settlement,SETTLED,pacs.008,SWIFT,780.68,EUR,**************1948,SG,201
8sb48c47-5433-7808-cak2-76fb19721rg2,2026-07-09T06:20:56.853,gateway,OK,pacs.008,SWIFT,6539.09,SGD,**************6859,IN,59
8sb48c47-5433-7808-cak2-76fb19721rg2,2026-07-09T06:20:56.951,auth,OK,pacs.008,SWIFT,6539.09,SGD,**************6859,IN,89
8sb48c47-5433-7808-cak2-76fb19721rg2,2026-07-09T06:20:56.992,validation,OK,pacs.008,SWIFT,6539.09,SGD,**************6859,IN,100
8sb48c47-5433-7808-cak2-76fb19721rg2,2026-07-09T06:20:57.115,aml,OK,pacs.008,SWIFT,6539.09,SGD,**************6859,IN,293
8sb48c47-5433-7808-cak2-76fb19721rg2,2026-07-09T06:20:57.233,payment-hub,OK,pacs.008,SWIFT,6539.09,SGD,**************6859,IN,89
8sb48c47-5433-7808-cak2-76fb19721rg2,2026-07-09T06:21:27.238,core-banking,OK,pacs.008,SWIFT,6539.09,SGD,**************6859,IN,201
8sb48c47-5433-7808-cak2-76fb19721rg2,2026-07-09T06:21:27.313,settlement,SETTLED,pacs.008,SWIFT,6539.09,SGD,**************6859,IN,88
0ly18e47-0640-2424-eyo0-96yl75977bz7,2026-07-06T07:37:19.002,gateway,OK,MT103,FAST,2272.05,MYR,**************3387,IN,16
0ly18e47-0640-2424-eyo0-96yl75977bz7,2026-07-06T07:37:19.064,auth,OK,MT103,FAST,2272.05,MYR,**************3387,IN,55
0ly18e47-0640-2424-eyo0-96yl75977bz7,2026-07-06T07:37:19.087,validation,OK,MT103,FAST,2272.05,MYR,**************3387,IN,62
0ly18e47-0640-2424-eyo0-96yl75977bz7,2026-07-06T07:37:19.145,aml,OK,MT103,FAST,2272.05,MYR,**************3387,IN,153
0ly18e47-0640-2424-eyo0-96yl75977bz7,2026-07-06T07:37:19.374,payment-hub,OK,MT103,FAST,2272.05,MYR,**************3387,IN,64
0ly18e47-0640-2424-eyo0-96yl75977bz7,2026-07-06T07:37:19.433,core-banking,OK,MT103,FAST,2272.05,MYR,**************3387,IN,97
0ly18e47-0640-2424-eyo0-96yl75977bz7,2026-07-06T07:37:19.549,settlement,SETTLED,MT103,FAST,2272.05,MYR,**************3387,IN,61
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-03T04:11:24.446,gateway,OK,0200,SWIFT,290.91,USD,**************9868,HK,22
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-03T04:11:24.539,auth,OK,0200,SWIFT,290.91,USD,**************9868,HK,83
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-03T04:11:24.623,validation,OK,0200,SWIFT,290.91,USD,**************9868,HK,87
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-03T04:11:24.685,aml,OK,0200,SWIFT,290.91,USD,**************9868,HK,93
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-03T04:11:24.872,payment-hub,OK,0200,SWIFT,290.91,USD,**************9868,HK,136
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-03T04:11:25.001,core-banking,OK,0200,SWIFT,290.91,USD,**************9868,HK,128
