uetr,ts,service,status,msg_type,rail,amount,currency,debtor_account,country,latency_ms
e302123b-000b-e425-0f72-221829fb876e,2026-07-06T02:17:43.538,gateway,OK,MT103,SWIFT,840.48,SGD,**************6018,SG,31
e302123b-000b-e425-0f72-221829fb876e,2026-07-06T02:17:43.631,auth,OK,MT103,SWIFT,840.48,SGD,**************6018,SG,79
e302123b-000b-e425-0f72-221829fb876e,2026-07-06T02:17:43.829,validation,OK,MT103,SWIFT,840.48,SGD,**************6018,SG,52
e302123b-000b-e425-0f72-221829fb876e,2026-07-06T02:17:44.032,aml,OK,MT103,SWIFT,840.48,SGD,**************6018,SG,60
e302123b-000b-e425-0f72-221829fb876e,2026-07-06T02:17:44.076,payment-hub,OK,MT103,SWIFT,840.48,SGD,**************6018,SG,126
e302123b-000b-e425-0f72-221829fb876e,2026-07-06T02:17:44.189,core-banking,OK,MT103,SWIFT,840.48,SGD,**************6018,SG,119
e302123b-000b-e425-0f72-221829fb876e,2026-07-06T02:17:44.270,settlement,SETTLED,MT103,SWIFT,840.48,SGD,**************6018,SG,198
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-14T17:02:05.890,gateway,OK,MT103,SWIFT,930.38,INR,**************9013,IN,42
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-14T17:02:06.014,auth,OK,MT103,SWIFT,930.38,INR,**************9013,IN,28
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-14T17:02:06.145,validation,OK,MT103,SWIFT,930.38,INR,**************9013,IN,74
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-14T17:02:36.181,aml,OK,MT103,SWIFT,930.38,INR,**************9013,IN,87
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-14T17:02:36.221,payment-hub,OK,MT103,SWIFT,930.38,INR,**************9013,IN,138
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-14T17:02:36.416,core-banking,OK,MT103,SWIFT,930.38,INR,**************9013,IN,172
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-14T17:02:36.522,settlement,SETTLED,MT103,SWIFT,930.38,INR,**************9013,IN,204
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-09T00:21:30.465,gateway,OK,MT103,FAST,628.12,SGD,**************7299,US,21
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-09T00:21:30.520,auth,OK,MT103,FAST,628.12,SGD,**************7299,US,27
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-09T00:21:30.735,validation,OK,MT103,FAST,628.12,SGD,**************7299,US,69
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-09T00:21:31.010,aml,OK,MT103,FAST,628.12,SGD,**************7299,US,109
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-09T00:21:31.075,payment-hub,OK,MT103,FAST,628.12,SGD,**************7299,US,73
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-09T00:21:31.210,core-banking,OK,MT103,FAST,628.12,SGD,**************7299,US,128
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-09T00:21:31.429,settlement,SETTLED,MT103,FAST,628.12,SGD,**************7299,US,109
9e282d63-6e7b-d569-b4ff-441542a50124,2026-07-02T14:59:53.501,gateway,OK,pacs.008,FAST,430.74,USD,**************2686,IN,32
9e282d63-6e7b-d569-b4ff-441542a50124,2026-07-02T14:59:53.751,auth,OK,pacs.008,FAST,430.74,USD,**************2686,IN,54
9e282d63-6e7b-d569-b4ff-441542a50124,2026-07-02T14:59:53.822,validation,OK,pacs.008,FAST,430.74,USD,**************2686,IN,64
