uetr,ts,service,status,msg_type,rail,amount,currency,debtor_account,country,latency_ms
e302123b-000b-e425-0f72-221829fb876e,2026-07-12T18:54:44.152,gateway,OK,MT103,FAST,1179.66,SGD,**************0189,SG,30
e302123b-000b-e425-0f72-221829fb876e,2026-07-12T18:54:44.223,auth,OK,MT103,FAST,1179.66,SGD,**************0189,SG,57
e302123b-000b-e425-0f72-221829fb876e,2026-07-12T18:54:44.254,validation,OK,MT103,FAST,1179.66,SGD,**************0189,SG,32
e302123b-000b-e425-0f72-221829fb876e,2026-07-12T18:54:44.351,aml,OK,MT103,FAST,1179.66,SGD,**************0189,SG,188
e302123b-000b-e425-0f72-221829fb876e,2026-07-12T18:54:44.408,payment-hub,OK,MT103,FAST,1179.66,SGD,**************0189,SG,40
e302123b-000b-e425-0f72-221829fb876e,2026-07-12T18:54:44.505,core-banking,OK,MT103,FAST,1179.66,SGD,**************0189,SG,204
e302123b-000b-e425-0f72-221829fb876e,2026-07-12T18:54:44.553,settlement,SETTLED,MT103,FAST,1179.66,SGD,**************0189,SG,398
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-03T10:09:31.180,gateway,OK,pacs.008,FAST,622.34,SGD,**************9013,SG,26
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-03T10:09:31.444,auth,OK,pacs.008,FAST,622.34,SGD,**************9013,SG,47
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-03T10:09:31.702,validation,OK,pacs.008,FAST,622.34,SGD,**************9013,SG,113
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-03T10:09:31.791,aml,OK,pacs.008,FAST,622.34,SGD,**************9013,SG,189
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-03T10:09:31.877,payment-hub,OK,pacs.008,FAST,622.34,SGD,**************9013,SG,51
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-03T10:09:31.997,core-banking,OK,pacs.008,FAST,622.34,SGD,**************9013,SG,228
020a4fc5-2f52-40b3-9e1d-158494e1cbfa,2026-07-03T10:09:32.209,settlement,SETTLED,pacs.008,FAST,622.34,SGD,**************9013,SG,272
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-15T01:15:20.747,gateway,OK,pacs.008,FAST,480.37,USD,**************9729,US,45
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-15T01:15:20.796,auth,OK,pacs.008,FAST,480.37,USD,**************9729,US,61
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-15T01:15:20.846,validation,OK,pacs.008,FAST,480.37,USD,**************9729,US,26
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-15T01:15:20.934,aml,OK,pacs.008,FAST,480.37,USD,**************9729,US,70
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-15T01:15:21.069,payment-hub,OK,pacs.008,FAST,480.37,USD,**************9729,US,93
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-15T01:15:21.156,core-banking,OK,pacs.008,FAST,480.37,USD,**************9729,US,98
ef1f5ee9-35dd-3fc8-b358-ae22c619172a,2026-07-15T01:15:21.314,settlement,SETTLED,pacs.008,FAST,480.37,USD,**************9729,US,182
9e282d63-6e7b-d569-b4ff-441542a50124,2026-07-04T01:59:41.124,gateway,OK,pacs.008,FAST,394.88,SGD,**************2686,SG,30
9e282d63-6e7b-d569-b4ff-441542a50124,2026-07-04T01:59:41.208,auth,OK,pacs.008,FAST,394.88,SGD,**************2686,SG,21
9e282d63-6e7b-d569-b4ff-441542a50124,2026-07-04T01:59:41.330,validation,OK,pacs.008,FAST,394.88,SGD,**************2686,SG,71
9e282d63-6e7b-d569-b4ff-441542a50124,2026-07-04T01:59:41.439,aml,OK,pacs.008,FAST,394.88,SGD,**************2686,SG,144
9e282d63-6e7b-d569-b4ff-441542a50124,2026-07-04T01:59:41.523,payment-hub,OK,pacs.008,FAST,394.88,SGD,**************2686,SG,106
9e282d63-6e7b-d569-b4ff-441542a50124,2026-07-04T01:59:41.626,core-banking,OK,pacs.008,FAST,394.88,SGD,**************2686,SG,242
9e282d63-6e7b-d569-b4ff-441542a50124,2026-07-04T01:59:41.691,settlement,SETTLED,pacs.008,FAST,394.88,SGD,**************2686,SG,94
61dca6c8-da42-8dc8-c869-1be7f5c902fc,2026-07-11T05:27:19.079,gateway,OK,pacs.008,FAST,428.13,SGD,**************3353,GB,44
61dca6c8-da42-8dc8-c869-1be7f5c902fc,2026-07-11T05:27:19.174,auth,OK,pacs.008,FAST,428.13,SGD,**************3353,GB,23
61dca6c8-da42-8dc8-c869-1be7f5c902fc,2026-07-11T05:27:19.289,validation,OK,pacs.008,FAST,428.13,SGD,**************3353,GB,32
61dca6c8-da42-8dc8-c869-1be7f5c902fc,2026-07-11T05:27:19.525,aml,OK,pacs.008,FAST,428.13,SGD,**************3353,GB,174
61dca6c8-da42-8dc8-c869-1be7f5c902fc,2026-07-11T05:27:19.610,payment-hub,OK,pacs.008,FAST,428.13,SGD,**************3353,GB,127
61dca6c8-da42-8dc8-c869-1be7f5c902fc,2026-07-11T05:27:19.832,core-banking,OK,pacs.008,FAST,428.13,SGD,**************3353,GB,211
61dca6c8-da42-8dc8-c869-1be7f5c902fc,2026-07-11T05:27:19.871,settlement,SETTLED,pacs.008,FAST,428.13,SGD,**************3353,GB,160
9df5cf59-b65e-0e30-f24a-99a96826aaae,2026-07-11T19:23:38.811,gateway,OK,pacs.008,SWIFT,3006.09,USD,**************7407,GB,38
