uetr,ts,service,status,msg_type,rail,amount,currency,debtor_account,country,latency_ms
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-05T17:35:26.999,gateway,OK,MT103,SWIFT,324.69,INR,**************6018,MY,47
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-05T17:35:27.095,auth,OK,MT103,SWIFT,324.69,INR,**************6018,MY,63
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-05T17:35:27.183,validation,OK,MT103,SWIFT,324.69,INR,**************6018,MY,111
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-05T17:35:27.280,aml,OK,MT103,SWIFT,324.69,INR,**************6018,MY,188
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-05T17:35:27.337,payment-hub,OK,MT103,SWIFT,324.69,INR,**************6018,MY,40
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-05T17:35:27.434,core-banking,OK,MT103,SWIFT,324.69,INR,**************6018,MY,204
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-05T17:35:27.482,settlement,SETTLED,MT103,SWIFT,324.69,INR,**************6018,MY,398
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-04T20:57:28.188,gateway,OK,pacs.008,FAST,496.53,INR,**************9013,SG,31
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-04T20:57:28.270,auth,OK,pacs.008,FAST,496.53,INR,**************9013,SG,29
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-04T20:57:28.355,validation,OK,pacs.008,FAST,496.53,INR,**************9013,SG,74
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-04T20:57:58.378,aml,OK,pacs.008,FAST,496.53,INR,**************9013,SG,64
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-04T20:57:58.498,payment-hub,OK,pacs.008,FAST,496.53,INR,**************9013,SG,138
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-04T20:57:58.710,core-banking,OK,pacs.008,FAST,496.53,INR,**************9013,SG,172
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-04T20:57:58.793,settlement,SETTLED,pacs.008,FAST,496.53,INR,**************9013,SG,210
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-06T05:53:31.792,gateway,OK,MT103,SWIFT,256.14,GBP,**************7299,SG,40
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-06T05:53:31.842,auth,OK,MT103,SWIFT,256.14,GBP,**************7299,SG,20
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-06T05:53:31.930,validation,OK,MT103,SWIFT,256.14,GBP,**************7299,SG,35
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-06T05:53:32.065,aml,OK,MT103,SWIFT,256.14,GBP,**************7299,SG,175
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-06T05:53:32.152,payment-hub,OK,MT103,SWIFT,256.14,GBP,**************7299,SG,62
3eb13b90-4668-5257-bdd6-40fb06671ad1,2026-07-06T05:53:32.310,core-banking,OK,MT103,SWIFT,256.14,GBP,**************7299,SG,120
